article_id,author_id,category_id,status,title,slug,published_at,views_count,created_at,updated_at,current_rev
2670,55,4,published,Learning Trends Deep Review #2670,article-2670,2023-04-10 00:00:00,179,2023-02-25 00:00:00,2023-04-28 00:00:00,3443
2671,48,9,archived,Guide Learning Study Guide #2671,article-2671,,204,2023-05-15 00:00:00,2023-06-20 00:00:00,3444
2672,11,10,draft,How-To How-To Trends Insights #2672,article-2672,,216,2023-02-04 00:00:00,2023-05-12 00:00:00,3445
2673,40,3,archived,Learning Guide Review Guide #2673,article-2673,,192,2023-05-10 00:00:00,2023-07-24 00:00:00,3446
2674,20,10,published,Learning Insights Trends Survey #2674,article-2674,2023-03-25 00:00:00,185,2023-02-19 00:00:00,2023-04-14 00:00:00,3448
2675,6,10,published,Trends Survey How-To Survey #2675,article-2675,2023-10-18 00:00:00,180,2023-09-25 00:00:00,2023-10-30 00:00:00,3450
2676,29,2,published,Learning Trends Update Learning #2676,article-2676,2023-04-06 00:00:00,184,2023-02-11 00:00:00,2023-05-03 00:00:00,3451
2677,18,8,published,Update Review Study Guide #2677,article-2677,2023-04-18 00:00:00,208,2023-04-05 00:00:00,2023-05-16 00:00:00,3452
2678,58,3,published,Insights Trends Trends How-To #2678,article-2678,2023-03-08 00:00:00,177,2023-03-05 00:00:00,2023-03-08 00:00:00,3453
2679,37,10,draft,How-To Review Guide Insights #2679,article-2679,,219,2023-02-08 00:00:00,2023-03-15 00:00:00,3455
2680,13,3,published,Deep Update Insights Analysis #2680,article-2680,2023-05-16 00:00:00,187,2023-04-06 00:00:00,2023-05-19 00:00:00,3457
2681,18,4,published,Learning Survey Learning Guide #2681,article-2681,2023-04-03 00:00:00,190,2023-03-28 00:00:00,2023-04-19 00:00:00,3458
2682,55,8,published,Survey Update Guide Survey #2682,article-2682,2023-09-06 00:00:00,205,2023-08-21 00:00:00,2023-09-17 00:00:00,3459
2683,45,5,published,Learning Learning Review Update #2683,article-2683,2023-03-03 00:00:00,189,2023-01-30 00:00:00,2023-03-23 00:00:00,3460
2684,52,6,published,Review Learning Learning Study #2684,article-2684,2023-04-20 00:00:00,180,2023-04-20 00:00:00,2023-04-29 00:00:00,3462
2685,50,9,published,Deep Review Trends Survey #2685,article-2685,2023-04-13 00:00:00,224,2023-03-18 00:00:00,2023-05-11 00:00:00,3463
2686,16,3,published,Study Trends Learning Insights #2686,article-2686,2023-03-04 00:00:00,180,2023-02-25 00:00:00,2023-03-09 00:00:00,3464
2687,22,8,published,Update Study Analysis Insights #2687,article-2687,2023-03-15 00:00:00,167,2023-02-01 00:00:00,2023-04-04 00:00:00,3465
2688,33,6,published,Review Insights Review Study #2688,article-2688,2023-04-26 00:00:00,186,2023-03-16 00:00:00,2023-05-18 00:00:00,3466
2689,28,8,draft,How-To Deep Review Trends #2689,article-2689,,189,2023-04-25 00:00:00,2023-06-01 00:00:00,3467
2690,38,3,published,Study Insights Update Analysis #2690,article-2690,2023-04-25 00:00:00,201,2023-03-09 00:00:00,2023-04-27 00:00:00,3469
2691,51,10,published,Survey Learning Insights Deep #2691,article-2691,2023-05-20 00:00:00,230,2023-05-07 00:00:00,2023-06-06 00:00:00,3470
2692,12,6,published,Update Survey Learning Insights #2692,article-2692,2023-06-04 00:00:00,194,2023-04-27 00:00:00,2023-06-18 00:00:00,3471
2693,12,9,published,Survey Guide Learning Deep #2693,article-2693,2023-03-03 00:00:00,206,2023-02-10 00:00:00,2023-03-28 00:00:00,3472
2694,11,4,archived,Deep Survey Learning Deep #2694,article-2694,,212,2023-05-05 00:00:00,2023-05-25 00:00:00,3474
2695,45,7,published,Insights Trends Learning Trends #2695,article-2695,2024-02-10 00:00:00,221,2024-01-08 00:00:00,2024-03-10 00:00:00,3475
2696,54,6,published,Deep Survey Trends Guide #2696,article-2696,2023-05-17 00:00:00,181,2023-03-17 00:00:00,2023-06-12 00:00:00,3476
2697,19,1,draft,Guide Deep How-To Deep #2697,article-2697,,191,2023-05-31 00:00:00,2023-07-05 00:00:00,3479
2698,24,4,published,Learning Learning Insights Learning #2698,article-2698,2023-04-10 00:00:00,191,2023-01-25 00:00:00,2023-04-17 00:00:00,3480
2699,25,1,published,Trends Deep Review Review #2699,article-2699,2023-08-04 00:00:00,212,2023-05-12 00:00:00,2023-08-05 00:00:00,3481
2700,21,7,published,Learning Update Trends Insights #2700,article-2700,2023-08-03 00:00:00,188,2023-06-04 00:00:00,2023-08-16 00:00:00,3482
2701,56,3,published,Guide Review Study Deep #2701,article-2701,2023-05-17 00:00:00,197,2023-03-05 00:00:00,2023-05-27 00:00:00,3484
2702,15,8,draft,Guide Deep Insights Update #2702,article-2702,,175,2024-02-26 00:00:00,2024-04-15 00:00:00,3485
2703,8,4,archived,Insights How-To Learning Update #2703,article-2703,,225,2022-12-27 00:00:00,2023-03-24 00:00:00,3486
2704,19,2,archived,Analysis Study Update Trends #2704,article-2704,,171,2023-01-27 00:00:00,2023-03-31 00:00:00,3487
2705,53,5,draft,How-To Review Review Update #2705,article-2705,,180,2023-06-14 00:00:00,2023-08-18 00:00:00,3489
2706,24,8,archived,Insights How-To Trends Update #2706,article-2706,,214,2023-07-19 00:00:00,2023-09-08 00:00:00,3490
2707,19,3,published,Deep Analysis Trends Deep #2707,article-2707,2023-03-15 00:00:00,191,2023-02-02 00:00:00,2023-04-11 00:00:00,3492
2708,22,2,published,Trends Study Insights Review #2708,article-2708,2023-04-03 00:00:00,219,2023-01-15 00:00:00,2023-04-21 00:00:00,3493
2709,13,3,published,Guide Insights Analysis Guide #2709,article-2709,2023-03-03 00:00:00,212,2023-01-23 00:00:00,2023-03-11 00:00:00,3495
2710,50,5,draft,Review Guide Analysis How-To #2710,article-2710,,207,2023-03-13 00:00:00,2023-04-23 00:00:00,3496
2711,53,7,published,Trends How-To Deep Analysis #2711,article-2711,2023-08-03 00:00:00,182,2023-06-27 00:00:00,2023-08-27 00:00:00,3497
2712,35,6,published,Trends How-To Trends Survey #2712,article-2712,2023-05-17 00:00:00,175,2023-04-12 00:00:00,2023-06-08 00:00:00,3498
2713,30,3,draft,Trends Update Deep Deep #2713,article-2713,,217,2023-04-15 00:00:00,2023-05-04 00:00:00,3500
2714,22,4,published,Analysis Insights Review Study #2714,article-2714,2023-04-19 00:00:00,216,2023-03-28 00:00:00,2023-04-21 00:00:00,3502
2715,26,5,published,How-To Survey Insights Deep #2715,article-2715,2023-03-02 00:00:00,197,2023-02-02 00:00:00,2023-03-17 00:00:00,3503
2716,35,2,published,Trends Analysis Insights Survey #2716,article-2716,2023-04-08 00:00:00,215,2023-03-27 00:00:00,2023-04-17 00:00:00,3504
2717,15,8,published,Insights Guide Guide Deep #2717,article-2717,2023-06-18 00:00:00,211,2023-05-01 00:00:00,2023-06-20 00:00:00,3505
2718,35,8,published,Study Analysis Trends Insights #2718,article-2718,2024-03-17 00:00:00,189,2024-01-18 00:00:00,2024-03-21 00:00:00,3506
2719,44,7,published,Trends Study Insights How-To #2719,article-2719,2023-09-14 00:00:00,204,2023-07-29 00:00:00,2023-10-05 00:00:00,3510
2720,20,2,published,How-To How-To Survey Study #2720,article-2720,2023-03-04 00:00:00,182,2023-02-13 00:00:00,2023-03-18 00:00:00,3511
2721,31,3,published,Learning How-To Analysis Deep #2721,article-2721,2023-10-26 00:00:00,162,2023-08-29 00:00:00,2023-11-15 00:00:00,3513
2722,54,9,published,Analysis Guide Trends Insights #2722,article-2722,2023-08-08 00:00:00,192,2023-08-04 00:00:00,2023-08-18 00:00:00,3514
2723,58,1,published,Guide Guide Trends Review #2723,article-2723,2023-08-07 00:00:00,240,2023-07-11 00:00:00,2023-08-07 00:00:00,3515
2724,26,8,published,Update Deep Trends Update #2724,article-2724,2023-05-04 00:00:00,184,2023-04-19 00:00:00,2023-05-21 00:00:00,3516
2725,60,3,draft,Guide Trends Insights Study #2725,article-2725,,197,2023-01-31 00:00:00,2023-05-01 00:00:00,3517
2726,50,2,published,How-To Trends Update Trends #2726,article-2726,2023-04-08 00:00:00,214,2023-03-12 00:00:00,2023-04-24 00:00:00,3518
2727,49,6,published,How-To Deep Review Guide #2727,article-2727,2023-03-09 00:00:00,207,2023-01-15 00:00:00,2023-03-15 00:00:00,3520
2728,20,3,published,Update Insights Review Review #2728,article-2728,2023-03-29 00:00:00,222,2023-02-06 00:00:00,2023-03-29 00:00:00,3521
2729,48,6,published,Update Insights Insights Update #2729,article-2729,2023-03-31 00:00:00,222,2023-01-17 00:00:00,2023-04-04 00:00:00,3522
2730,9,2,published,Deep Update Survey How-To #2730,article-2730,2023-05-10 00:00:00,190,2023-05-01 00:00:00,2023-05-27 00:00:00,3523
2731,56,7,published,Trends Trends Guide Insights #2731,article-2731,2023-07-23 00:00:00,191,2023-07-15 00:00:00,2023-08-04 00:00:00,3524
2732,49,3,published,Study Insights Deep Guide #2732,article-2732,2023-05-08 00:00:00,214,2023-02-23 00:00:00,2023-05-26 00:00:00,3525
2733,12,9,published,Deep Study How-To Study #2733,article-2733,2023-03-08 00:00:00,198,2023-01-05 00:00:00,2023-03-11 00:00:00,3526
2734,36,3,published,Analysis Insights Guide How-To #2734,article-2734,2024-01-26 00:00:00,225,2023-11-28 00:00:00,2024-01-28 00:00:00,3528
2735,30,1,published,Insights Analysis Guide Trends #2735,article-2735,2023-12-25 00:00:00,166,2023-11-18 00:00:00,2023-12-30 00:00:00,3529
2736,2,4,published,Survey Update Update Study #2736,article-2736,2023-08-09 00:00:00,223,2023-07-29 00:00:00,2023-08-30 00:00:00,3530
2737,50,4,archived,Analysis Study Survey Deep #2737,article-2737,,203,2024-06-03 00:00:00,2024-07-20 00:00:00,3531
2738,50,10,published,Trends Deep Trends Learning #2738,article-2738,2023-05-23 00:00:00,210,2023-03-06 00:00:00,2023-06-02 00:00:00,3532
2739,53,9,published,Deep Guide Survey Learning #2739,article-2739,2024-02-08 00:00:00,204,2024-01-05 00:00:00,2024-02-15 00:00:00,3534
2740,36,9,published,Analysis How-To How-To Update #2740,article-2740,2023-03-10 00:00:00,189,2022-12-12 00:00:00,2023-03-31 00:00:00,3536
2741,53,2,published,Review Trends Review Study #2741,article-2741,2023-04-18 00:00:00,187,2023-02-28 00:00:00,2023-05-08 00:00:00,3537
2742,25,5,published,Update Analysis Update Survey #2742,article-2742,2023-03-28 00:00:00,223,2023-03-22 00:00:00,2023-03-31 00:00:00,3538
2743,25,5,published,Survey Update Learning Insights #2743,article-2743,2023-03-24 00:00:00,204,2023-01-18 00:00:00,2023-03-26 00:00:00,3539
2744,22,1,draft,Trends Deep Review Study #2744,article-2744,,190,2023-02-26 00:00:00,2023-03-30 00:00:00,3540
2745,41,5,draft,Insights Guide Review Review #2745,article-2745,,212,2023-04-06 00:00:00,2023-07-01 00:00:00,3541
2746,58,2,published,Trends Review Survey Trends #2746,article-2746,2023-08-07 00:00:00,204,2023-07-16 00:00:00,2023-08-27 00:00:00,3543
2747,56,5,published,Insights Analysis Study Update #2747,article-2747,2023-05-31 00:00:00,204,2023-05-29 00:00:00,2023-06-14 00:00:00,3545
2748,10,9,published,Survey Analysis Survey Update #2748,article-2748,2023-03-18 00:00:00,182,2023-01-18 00:00:00,2023-04-07 00:00:00,3546
2749,18,2,draft,Review Trends Survey Learning #2749,article-2749,,190,2023-06-07 00:00:00,2023-09-19 00:00:00,3548
2750,58,7,published,Learning Review Trends Deep #2750,article-2750,2023-06-15 00:00:00,199,2023-06-11 00:00:00,2023-07-01 00:00:00,3550
2751,9,1,published,Learning Deep How-To Learning #2751,article-2751,2023-04-22 00:00:00,209,2023-02-28 00:00:00,2023-04-28 00:00:00,3551
2752,44,5,published,Guide How-To Trends Update #2752,article-2752,2023-06-27 00:00:00,199,2023-04-06 00:00:00,2023-07-05 00:00:00,3552
2753,22,9,published,Insights Insights Deep Deep #2753,article-2753,2023-04-02 00:00:00,178,2023-02-24 00:00:00,2023-04-27 00:00:00,3553
2754,43,3,published,Update Trends Trends Deep #2754,article-2754,2023-04-15 00:00:00,191,2023-04-04 00:00:00,2023-05-15 00:00:00,3554
2755,60,3,archived,Review Guide Guide Study #2755,article-2755,,196,2023-09-06 00:00:00,2023-12-01 00:00:00,3555
2756,26,1,published,Trends How-To Deep Study #2756,article-2756,2023-04-06 00:00:00,201,2023-02-28 00:00:00,2023-04-13 00:00:00,3557
2757,25,6,draft,How-To Update Deep Analysis #2757,article-2757,,187,2023-02-07 00:00:00,2023-05-31 00:00:00,3559
2758,28,5,published,Deep Review Trends Trends #2758,article-2758,2023-10-18 00:00:00,214,2023-09-13 00:00:00,2023-11-08 00:00:00,3560
2759,2,4,published,Insights Guide Insights Review #2759,article-2759,2023-07-08 00:00:00,198,2023-06-20 00:00:00,2023-07-11 00:00:00,3562
2760,23,10,published,Review Review Analysis Update #2760,article-2760,2023-03-08 00:00:00,191,2023-01-15 00:00:00,2023-03-12 00:00:00,3563
2761,13,3,published,Deep Trends Review How-To #2761,article-2761,2023-03-18 00:00:00,194,2023-01-10 00:00:00,2023-03-31 00:00:00,3564
2762,19,10,draft,Trends Analysis How-To Study #2762,article-2762,,204,2022-12-07 00:00:00,2023-03-30 00:00:00,3565
2763,12,3,published,Study Guide Review Guide #2763,article-2763,2023-06-14 00:00:00,211,2023-04-23 00:00:00,2023-07-02 00:00:00,3567
2764,40,3,draft,Trends Deep Trends Study #2764,article-2764,,230,2023-02-17 00:00:00,2023-05-15 00:00:00,3568
2765,12,4,published,Trends Study Insights Study #2765,article-2765,2023-03-17 00:00:00,199,2022-12-23 00:00:00,2023-04-12 00:00:00,3569
2766,10,10,archived,Survey Study Survey Guide #2766,article-2766,,191,2023-11-17 00:00:00,2024-02-18 00:00:00,3571
2767,31,7,published,Review Review Survey Trends #2767,article-2767,2023-05-19 00:00:00,215,2023-03-25 00:00:00,2023-05-19 00:00:00,3572
2768,20,2,published,Review Deep Study How-To #2768,article-2768,2023-03-30 00:00:00,200,2023-01-12 00:00:00,2023-04-25 00:00:00,3573
2769,16,2,published,Survey How-To Study Survey #2769,article-2769,2023-05-13 00:00:00,213,2023-04-24 00:00:00,2023-05-17 00:00:00,3575
2770,26,1,draft,Insights Analysis Deep Study #2770,article-2770,,184,2023-03-31 00:00:00,2023-07-12 00:00:00,3576
2771,60,7,draft,Survey How-To Deep How-To #2771,article-2771,,182,2022-12-17 00:00:00,2023-03-31 00:00:00,3578
2772,15,1,published,How-To Survey Guide Learning #2772,article-2772,2023-04-04 00:00:00,225,2023-03-09 00:00:00,2023-04-20 00:00:00,3579
2773,52,10,published,Learning Survey Review Learning #2773,article-2773,2023-08-20 00:00:00,214,2023-06-06 00:00:00,2023-09-08 00:00:00,3580
2774,35,7,published,Insights Trends Learning How-To #2774,article-2774,2023-05-05 00:00:00,214,2023-02-05 00:00:00,2023-05-09 00:00:00,3582
2775,19,1,published,Study Update Deep Guide #2775,article-2775,2023-05-23 00:00:00,207,2023-04-10 00:00:00,2023-06-18 00:00:00,3584
2776,15,1,published,Review Trends Survey How-To #2776,article-2776,2023-04-30 00:00:00,181,2023-02-10 00:00:00,2023-05-30 00:00:00,3585
2777,17,9,archived,Trends Study Survey Study #2777,article-2777,,219,2022-12-27 00:00:00,2023-04-04 00:00:00,3586
2778,53,1,published,Insights Trends Learning Deep #2778,article-2778,2023-03-20 00:00:00,212,2023-01-19 00:00:00,2023-04-10 00:00:00,3587
2779,24,4,published,Deep Survey Trends Study #2779,article-2779,2023-05-02 00:00:00,197,2023-03-08 00:00:00,2023-05-20 00:00:00,3588
2780,22,8,draft,How-To Study Update How-To #2780,article-2780,,192,2023-03-26 00:00:00,2023-04-04 00:00:00,3589
2781,16,5,published,Learning Learning Guide Deep #2781,article-2781,2023-03-07 00:00:00,190,2023-02-11 00:00:00,2023-03-22 00:00:00,3590
2782,43,10,published,Trends Deep Review Review #2782,article-2782,2023-09-11 00:00:00,212,2023-06-21 00:00:00,2023-09-16 00:00:00,3592
2783,5,8,archived,Analysis Guide Deep Survey #2783,article-2783,,206,2024-01-26 00:00:00,2024-04-24 00:00:00,3593
2784,3,3,published,Insights How-To Survey Update #2784,article-2784,2023-08-13 00:00:00,224,2023-05-30 00:00:00,2023-08-19 00:00:00,3595
2785,34,8,draft,Review Guide How-To How-To #2785,article-2785,,212,2023-08-10 00:00:00,2023-09-26 00:00:00,3596
2786,55,8,published,Survey How-To Review Deep #2786,article-2786,2023-03-30 00:00:00,195,2023-01-21 00:00:00,2023-04-12 00:00:00,3599
2787,56,3,published,Analysis Deep Study Deep #2787,article-2787,2024-02-02 00:00:00,166,2023-12-04 00:00:00,2024-02-15 00:00:00,3602
2788,21,2,published,Survey How-To Survey Study #2788,article-2788,2023-03-24 00:00:00,211,2022-12-26 00:00:00,2023-04-10 00:00:00,3603
2789,55,6,draft,Update Study Learning Review #2789,article-2789,,186,2023-11-28 00:00:00,2024-01-13 00:00:00,3606
2790,18,6,published,Study Deep How-To Survey #2790,article-2790,2024-09-01 00:00:00,214,2024-07-18 00:00:00,2024-09-17 00:00:00,3607
2791,1,6,published,How-To How-To How-To Analysis #2791,article-2791,2023-07-09 00:00:00,183,2023-05-13 00:00:00,2023-07-17 00:00:00,3608
2792,18,10,published,Trends Survey Learning Trends #2792,article-2792,2024-04-19 00:00:00,206,2024-01-28 00:00:00,2024-05-04 00:00:00,3609
2793,53,8,draft,Analysis Survey Insights How-To #2793,article-2793,,217,2023-04-19 00:00:00,2023-06-07 00:00:00,3610
2794,58,5,draft,Analysis Deep How-To Survey #2794,article-2794,,218,2023-01-23 00:00:00,2023-04-06 00:00:00,3612
2795,12,2,published,Deep Guide Trends How-To #2795,article-2795,2023-04-30 00:00:00,198,2023-04-25 00:00:00,2023-05-07 00:00:00,3613
2796,33,6,archived,Review Trends Study Survey #2796,article-2796,,231,2023-03-07 00:00:00,2023-06-26 00:00:00,3616
2797,2,8,published,Deep Trends Learning Update #2797,article-2797,2023-03-09 00:00:00,204,2023-02-26 00:00:00,2023-04-06 00:00:00,3618
2798,25,5,published,Update Guide Guide Guide #2798,article-2798,2023-06-11 00:00:00,216,2023-04-19 00:00:00,2023-06-15 00:00:00,3619
2799,13,1,archived,Survey Review Guide Deep #2799,article-2799,,199,2024-02-15 00:00:00,2024-05-17 00:00:00,3620
2800,4,7,published,Review Study Survey Study #2800,article-2800,2023-03-24 00:00:00,198,2023-03-19 00:00:00,2023-04-12 00:00:00,3621
2801,11,1,archived,Update Survey Survey Review #2801,article-2801,,215,2023-05-17 00:00:00,2023-09-02 00:00:00,3622
2802,57,5,published,Deep Guide Insights Learning #2802,article-2802,2023-11-05 00:00:00,203,2023-09-17 00:00:00,2023-11-17 00:00:00,3623
2803,7,2,published,Analysis Analysis Deep Learning #2803,article-2803,2023-12-27 00:00:00,206,2023-11-06 00:00:00,2024-01-03 00:00:00,3624
2804,12,2,draft,Update Deep Study How-To #2804,article-2804,,186,2023-11-07 00:00:00,2024-02-06 00:00:00,3626
2805,10,1,published,Survey Review Deep Review #2805,article-2805,2023-05-17 00:00:00,198,2023-04-13 00:00:00,2023-05-28 00:00:00,3627
2806,46,5,published,Update Study Deep Review #2806,article-2806,2024-03-31 00:00:00,210,2024-01-05 00:00:00,2024-04-24 00:00:00,3629
2807,9,4,draft,How-To Analysis How-To Insights #2807,article-2807,,189,2023-05-15 00:00:00,2023-08-06 00:00:00,3632
2808,47,4,published,Trends How-To How-To Study #2808,article-2808,2023-03-20 00:00:00,199,2023-03-04 00:00:00,2023-04-16 00:00:00,3634
2809,27,3,published,Update Survey Study Analysis #2809,article-2809,2023-05-08 00:00:00,206,2023-05-07 00:00:00,2023-05-12 00:00:00,3635
2810,48,7,draft,Review Deep Trends How-To #2810,article-2810,,205,2023-05-16 00:00:00,2023-07-12 00:00:00,3636
2811,14,7,published,Deep Study Deep Guide #2811,article-2811,2023-03-31 00:00:00,218,2023-02-09 00:00:00,2023-04-12 00:00:00,3637
2812,16,7,published,Trends Learning Review Update #2812,article-2812,2023-06-16 00:00:00,203,2023-03-26 00:00:00,2023-07-06 00:00:00,3638
2813,28,5,published,Survey Survey Deep Guide #2813,article-2813,2023-06-24 00:00:00,191,2023-06-19 00:00:00,2023-07-12 00:00:00,3640
2814,8,3,draft,How-To Update Learning Learning #2814,article-2814,,200,2023-01-02 00:00:00,2023-03-28 00:00:00,3641
2815,22,3,published,How-To Review Trends Review #2815,article-2815,2023-05-27 00:00:00,178,2023-03-12 00:00:00,2023-06-07 00:00:00,3643
2816,15,2,published,Insights Study Deep Survey #2816,article-2816,2023-08-03 00:00:00,223,2023-05-27 00:00:00,2023-08-16 00:00:00,3644
2817,3,3,published,Review Study Study Study #2817,article-2817,2023-05-13 00:00:00,205,2023-02-18 00:00:00,2023-05-23 00:00:00,3645
